PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,Id,SalePrice
54632.08936273469,-19465.24879739954,2104.7956289387457,6100.1350175427015,3922.107384717473,10577.935544911996,1703.4641392465032,-6289.932605879532,128.95214279731331,-13145.933181223472,4318.699370007181,-7743.343308081554,-6959.193696084369,4647.28694812931,-15403.606377538286,11,129500
145735.7367865038,-51744.7585011805,5783.783272139233,14409.74605626094,11836.602014030284,27883.157486881057,4305.773112447052,-16639.438030134814,1159.1936864525726,-34814.10975081395,10446.532338139266,-20454.086293344273,-20444.84916554666,12079.854018318318,-40882.96670536627,12,345000
60789.71385338212,-21668.039017544783,2429.226359616245,6671.858850006456,4437.290089001514,11694.173099201535,1937.817103280771,-6950.468379289008,145.67174834853114,-14602.390589982477,4674.81078794626,-8633.885316930922,-7848.745523886094,5079.932514352378,-17070.65684501898,13,144000
118086.17140846743,-41956.4003282634,4653.229651629717,11897.859264038649,9432.01499274313,22626.469565693427,3512.624360384659,-13472.501558081205,853.0802618206002,-28231.886438734746,8551.984469896497,-16584.203753516216,-16354.787384698748,9878.480382424801,-33056.81649137345,14,279500
66327.71038847785,-23577.906545391157,2619.078588900235,7142.239647491894,4968.554991263842,12782.258333123045,1963.7690740485784,-7699.1247838019835,280.43911593206207,-15975.927193309557,5233.239239386655,-9288.252340195513,-8710.063430579296,5712.46017906609,-18465.25562635938,15,157000
55719.48389713414,-19851.83951594436,2162.090659648048,6178.737315762263,4023.538232357959,10777.248451378477,1733.0467319004601,-6380.817781043801,136.08363849188112,-13365.249763574006,4465.62179220473,-7884.870168742573,-7123.188111907126,4722.771102071803,-15636.135339191325,16,132000
62903.20908127789,-22341.078171376616,2577.2919415898496,6955.634862403154,4632.970227103557,12228.237961244773,2326.207245050343,-7194.343555742543,743.2409090195677,-15225.643235269936,4884.800568904805,-8794.536211260007,-8143.098200737784,5392.763389594428,-17632.414006301737,17,149000
37946.89547273339,-13514.346131372791,1533.8479281003324,4649.100496465773,2486.6338947826953,7475.369764013294,1508.347946256361,-4342.416794196949,301.95512963741174,-9244.98066696099,3216.2908933775575,-5346.298663972491,-4448.809716857005,3291.1493225003524,-10691.592541753715,18,90000
67109.61276959551,-23879.609146366824,2627.593154883138,7206.234183452378,5002.981268385626,12934.75209022222,2058.957850976996,-7710.993416734336,266.3139176925531,-16086.419469500242,5249.547131164527,-9476.590964712379,-8812.310113329373,5645.315706417638,-18875.399492073342,19,159000
58643.62713511065,-20885.014510421584,2269.11404150481,6463.344432879674,4270.78452998439,11341.466987843009,1819.2147239803808,-6747.507845109876,172.38028599505748,-14101.106127931103,4593.749203597991,-8304.53924589822,-7550.765171729832,4969.314444388387,-16535.855304564164,20,139000
137484.50834859107,-48829.65873745063,5447.409391522881,13648.692433799066,11121.559736535688,26299.882167559073,4063.483960901154,-15643.98311269282,1069.5013378210624,-32804.22166470092,9927.761249494035,-19276.795098119026,-19231.401144479853,11456.056604461623,-38396.92925150023,21,325300
58795.74186465206,-20910.58190845429,2314.806869725269,6508.725521993987,4364.545029105118,11410.453038841819,1753.2940925349817,-6841.25146724057,174.69924727664898,-14239.59145996928,4631.430321012988,-8272.657447009273,-7555.024393177626,4976.611041593413,-16562.33546373812,22,139400
97206.12156714006,-34557.98203990448,3819.7733968260145,9971.57314719089,7616.922809659678,18643.747709138497,2911.653360369875,-11072.320228164086,616.7077661061275,-23224.241889944115,7221.5573239082605,-13653.345393592686,-13272.640846057135,8188.210690204799,-27110.80721555053,23,230000
54841.69017771572,-19546.220238293277,2122.562317739401,6112.7713820983745,3959.2229669211124,10617.31376069964,1708.720172470504,-6251.319696654781,122.14800400387234,-13146.271997642776,4391.240778311366,-7761.797254759807,-6987.376709740653,4638.114512574014,-15367.086418479357,24,129900
65067.10623281764,-23203.76674385036,2517.9781685055755,7120.726181250338,4916.727703545994,12609.00961484025,2006.6687382166242,-7247.389791224042,212.69255995066266,-15525.216329336863,5005.560322113704,-9197.563144285383,-8460.269155696042,5378.383823547731,-18135.126087973804,25,154000
108354.92494099085,-38494.59432024197,4230.4769841102825,10980.846217184284,8500.839357967408,20716.35924990819,3216.8917814258534,-12474.842210102554,791.3308215892847,-25971.3493454318,7831.389202847221,-15184.832842623295,-14966.455268033282,9354.340716411285,-30176.78399990334,26,256300
56915.761650084016,-20298.05641899281,2188.568540464893,6350.892860770311,4168.787220921926,11041.19715355358,1771.9578355663923,-6422.6557952539915,136.5103579647969,-13637.92275489532,4447.240951497809,-8062.179376859226,-7270.846630517551,4774.257338198813,-15940.184796415313,27,134800
129222.93868296257,-45881.11090677335,5132.474416228958,12868.876997615138,10376.568709581978,24728.01171935243,3832.7202079708036,-14828.628627048955,977.6587585338467,-30898.284401279776,9401.250555980181,-18149.87753119247,-18013.56900650282,10742.199517835017,-36318.507634858135,28,306000
87670.3040593311,-31189.052542720376,3469.8133202459585,9098.736927635686,6851.323072757279,16862.708202681246,2649.700184617484,-9890.344375669569,471.4091508734273,-20880.0861176345,6706.019645215367,-12338.373778939595,-11831.782984649255,7215.252274898394,-24480.519850467612,29,207500
28875.56432198607,-10338.297650973962,1066.9459400484202,3783.7092890870836,1728.101464603452,5707.41584146731,937.0258156312593,-3349.8451642571704,-161.27435827011703,-7052.332364094696,2554.513591758313,-4119.141489755673,-3133.5802958738072,2573.4103159554384,-8106.802569101977,30,68500
16837.88509403823,-6053.317383234929,601.1860502433365,2678.001410956657,701.5707680750819,3420.005196684594,560.891583619201,-2030.901113196088,-292.16236974245834,-4224.506686871691,1792.7202266539114,-2406.162330954337,-1354.2234858185045,1619.8943922878893,-4695.742454332536,31,40000
63027.10021020892,-22434.799192440823,2456.846365413887,6844.331780450564,4649.36242941724,12164.943784315514,1942.817276870403,-7245.5136995366,221.04714677898912,-15125.583408930312,4942.210515624369,-8910.058884600952,-8205.078134569207,5319.458421185058,-17741.165989168723,32,149350
75921.30907242735,-27002.299998680974,2977.367894026541,8026.883968018263,5771.010982705018,14619.95918289872,2311.9071168098144,-8722.566956918743,366.38518372230834,-18202.673055512958,5799.676629984357,-10718.778049297345,-10111.1260373986,6349.501161305469,-21397.445167297963,33,179900
69841.56109288908,-24848.830535866266,2731.0032341570445,7472.299422938012,5241.775652673616,13463.459326032811,2138.4240919540803,-8026.298647662634,297.00308246338915,-16754.22467873071,5389.026875574834,-9865.95463213553,-9210.028409567121,5863.902487577594,-19677.406529736672,34,165500
117236.27008282045,-41660.6791295889,4624.476039733497,11825.74416676005,9375.93284475832,22475.230098077987,3491.063033273724,-13346.184037165835,834.2293614805328,-28012.166811985127,8514.20372796698,-16470.393502040963,-16219.709353322643,9761.163865976296,-32826.26654916077,35,277500
130489.69324839988,-46339.71485009308,5182.874154040364,13008.386682577118,10524.46158301834,24994.82918956388,3874.4021760475416,-14903.580113652884,976.1681293749733,-31176.353562971188,9468.75009684729,-18335.99683549937,-18179.2392954198,10771.402720380705,-36676.24302831806,36,309000
61259.81838267781,-21854.041734808834,2358.3313821937295,6776.126382142662,4583.915780249414,11885.771285193556,1897.8726392661267,-6821.464978697237,172.53882420397625,-14628.791170327599,4727.969108129691,-8666.612940424546,-7894.946458751578,5077.322876981413,-17079.308954001805,37,145000
64726.69288959402,-23046.68176488489,2442.027833257419,7029.894060980918,4709.5936792582115,12432.087721637396,1968.9514700162372,-7489.701712510271,306.1061856157186,-15608.14834832206,4797.249082509649,-9086.940045471321,-8507.450247817824,5872.475027951271,-17885.28541063861,38,153000
45986.39807678763,-16401.64800150786,1759.6103064506885,5303.6529307755645,3166.93577161346,8928.046101684999,1453.8320010147654,-5299.3239016261305,32.22468931408518,-11074.389812146319,3765.971777356865,-6529.518604178908,-5685.02695722641,3955.663288965341,-12938.053513251665,39,109000
34575.64902952223,-12360.843774999365,1285.817680453304,4275.718748484253,2179.1726674543197,6766.33007637191,1130.1820285719925,-3996.4076669333567,-95.25124755070823,-8374.587541872537,2944.68769354057,-4937.901822140875,-3990.180392692072,3043.7272370202973,-9742.426706730728,40,82000
67566.70020410852,-24040.353804706177,2639.3034132561293,7236.606126893755,5029.193610047465,13006.872812553178,2068.641922612786,-7768.117541715794,280.50596213816675,-16195.556595884225,5274.035542967163,-9526.382529684945,-8890.240634490241,5746.585006059387,-18929.06414070428,41,160000
71754.19543497336,-25525.210449286744,2818.6694578129022,7626.368365248939,5407.175265790686,13817.865408855987,2192.136447713092,-8241.608476335678,317.9071609824968,-17191.638392074237,5568.695159972861,-10126.238325029008,-9499.457585299628,6016.679958441436,-20184.517729051164,42,170000
60797.34226806402,-21676.330635957387,2341.7163074789446,6710.328742377983,4514.880691952939,11786.678765984383,1886.9342999721964,-6855.872373164474,176.71528331236215,-14568.159401985533,4684.483173052239,-8606.890741672903,-7838.649272575398,5081.986318918507,-17044.67127106677,43,144000
54974.49563106743,-19602.91648801515,2109.907320785758,6162.466838175086,3985.6957203700035,10665.189558120946,1717.0008871253024,-6245.403489926427,120.28746666100493,-13200.123959909193,4308.054958231973,-7792.067244578791,-6990.252794423909,4639.042123615185,-15440.167364087327,44,130250
59488.24741545303,-21184.28869202961,2303.7371368280174,6538.690961981106,4345.722913190898,11501.550049189567,1843.4941370512818,-6843.977558820494,182.18251860053238,-14301.815381968523,4650.901062880332,-8422.106767698311,-7677.708568774711,5036.493350376872,-16774.49535824308,45,141000
135188.34811403207,-48018.75604138079,5342.823724733201,13455.773267170342,10907.684656230073,25863.88151598404,3995.921067655692,-15414.523852290167,1052.774256793015,-32289.13485130486,9718.266961176738,-18961.483138584397,-18895.793130984493,11303.77936498578,-37784.406880452516,46,319900
101208.95779731126,-35984.64293491344,4092.7782986262196,10338.74913496672,7948.218085788466,19364.078261962102,3101.4780688172686,-11558.369608391824,588.5059742063961,-24203.683989763165,7465.312870993127,-14285.75660822545,-13827.569017478812,8301.765452833828,-28443.906525226892,47,239686
105417.36487411326,-37443.87671049866,4196.541452486059,10673.998939809333,8332.09512395968,20209.72803447741,3155.624252437603,-12088.252469076893,692.4614427655247,-25189.201383623873,7906.790514169741,-14831.2199271704,-14482.924707072722,8709.19615659605,-29665.54722434872,48,249700
47656.77233712895,-16978.115591411726,1838.753616458316,5481.650648314352,3355.697162568771,9272.244860934394,1470.545055355949,-5529.836177744082,49.910151671001294,-11537.692541078248,3854.9309231687553,-6740.828238526329,-5915.638309714627,4087.9768093921457,-13426.002289884502,49,113000
53576.655487496275,-19090.978491468337,2062.848967583196,6004.493676673304,3830.351164832235,10378.040814656644,1672.8038461642204,-6168.916365103709,117.33997848466963,-12894.692732342975,4246.251916758761,-7596.269236903809,-6804.868987960982,4563.008015927175,-15105.993068513884,50,127000
74704.9070976474,-26569.957834179313,2934.2644712515603,7901.530931503142,5665.080568097368,14383.209624955301,2277.7141622802746,-8580.063128888014,350.81663317820176,-17901.75305362299,5749.699564891937,-10543.138361182946,-9933.571705141037,6253.387710104865,-21032.258845085573,51,177000
48313.78992361081,-17207.066673088626,1928.9762763811505,5603.4601235263035,3410.2574453209836,9448.958351912222,1750.0647379101667,-5471.508894647798,337.0444407963978,-11676.203002267657,3891.6062582470313,-6810.005055226815,-5977.115528359093,4096.012326513117,-13571.45508663506,52,114500
46417.41363518001,-16568.718078040336,1762.1602350553608,5377.944122067469,3231.7082193346027,9032.501941081686,1470.7421312498345,-5290.308988089836,28.608920540427064,-11171.559390040626,3731.562827187482,-6595.125724882571,-5728.490100013583,3963.996613214886,-13041.286362030673,53,110000
162681.8840674757,-57829.46144177119,6469.12107453398,16092.93750883321,13509.331310576048,31229.403980966643,4813.230895833561,-18150.363439354023,1265.2071869084352,-38668.912916259935,11572.354316691582,-22854.147513278054,-22842.495808986172,13072.818588016791,-45507.670628534805,54,385000
54854.150896947824,-19541.18897695808,2120.6649312837667,6107.097950334229,3939.3317518114195,10612.686186358003,1707.9365001222347,-6313.325412358101,131.71595256358245,-13184.71614398261,4370.535701606653,-7769.345602925988,-6996.71950110212,4663.823820961715,-15441.2050893397,55,130000
76245.8881230209,-27138.466975937336,2923.9832951227836,8021.175893621775,5695.636194706042,14908.53690256865,2407.542446993442,-8979.059743061725,341.3330806210344,-18152.59568161225,5651.337516415632,-10654.234121808162,-10198.66975127294,6501.61123886104,-21305.444706154292,56,180500
72931.73041778269,-25962.594699345238,2791.1139140307173,7798.2922463658015,5475.534198995722,14027.143600569303,2212.7281581631073,-8348.524758826119,369.55926300411437,-17519.40802272826,5396.190208315016,-10255.316687326707,-9690.063726556655,6374.7502634305165,-20263.356138992687,57,172500
82938.62159377585,-29485.36120643115,3269.4666137667673,8649.534057644178,6381.506468902785,15948.310403941792,2513.778162622056,-9521.214330874,442.60008313545677,-19861.867573740103,6309.60719033501,-11694.137589190439,-11150.644793798836,6911.996167854504,-23358.713042999403,58,196500
185529.84451326923,-65847.46190738947,7322.741717372453,18063.841636200406,15217.355496846312,35388.355760866965,5405.264979992392,-21231.5794856213,1675.964073477754,-44365.482680962494,12907.485643830216,-25935.22584169852,-26387.084589148657,15728.983468043954,-51682.19248789577,59,438780
52723.620023035284,-18812.79592606535,2015.0590494920586,5972.898496370271,3799.8557833008044,10244.75959383362,1651.0572828551558,-5960.519182604244,93.82338865957024,-12653.86400007141,4141.864339273632,-7479.601574293542,-6653.8977402623195,4444.8376393199005,-14783.339816982905,60,124900
66677.00146932827,-23728.79650501625,2603.1400090612524,7179.05380766847,4968.243704291189,12859.93518355497,2047.6659081122589,-7663.919790736631,262.5834983431006,-15997.908240116582,5180.6245243835765,-9421.731432157625,-8745.024117164434,5610.878386402957,-18779.124779645736,61,158000
42585.969280079684,-15178.278998350615,1641.3959365440535,5027.941526106033,2930.896853202157,8317.330507191153,1308.7531096461175,-4966.037730720641,-4.7733534506941515,-10351.664229312748,3512.6640482014777,-6021.800277764907,-5164.405138646898,3680.853503773598,-11992.239857537057,62,101000
85535.90885945768,-30422.97734476994,3344.1120276591614,8922.680819539164,6610.778661460324,16444.90544876843,2584.4123024176556,-9764.025244061926,480.3846081795406,-20479.487815192424,6385.601442815839,-12042.655109654315,-11533.009224283307,7203.368521580719,-23951.124296969792,63,202500
59067.05293560687,-21025.402623994334,2298.699214636961,6513.334384178389,4333.838859227879,11434.346623894307,1808.7988135824546,-6812.797237731304,176.46071680343258,-14227.924702779294,4637.179619197305,-8346.51312859994,-7606.698257422833,4997.959504647472,-16639.868495772316,64,140000
92896.09229722884,-33085.814667241866,3567.294979618379,9717.58210601338,7296.018598510684,17870.829661674645,2783.7567947432804,-10377.55773659826,571.4336659974417,-22178.719029177857,6643.41988134522,-13037.044002678744,-12604.404045530873,7926.445692101559,-25621.214459134706,65,219500
133960.9629489499,-47576.413797650384,5310.643648713758,13318.331748836317,10808.926122785617,25627.25188676678,3963.058372683191,-15266.137937990121,1030.1771582912834,-31972.774958221577,9707.433209355102,-18787.50972384782,-18712.435104135784,11163.570848546104,-37444.33536692993,66,317000
76086.43665133686,-27099.682537091332,2927.4794335256197,8125.356463169491,5815.282624412957,14671.004440448069,2312.749260448036,-8591.669573120616,373.0622918825717,-18218.75178314929,5623.902015585262,-10716.50360933149,-10118.790377117419,6470.7377161111335,-21171.02709774823,67,180000
95455.59534969155,-33938.83681531008,3745.9683592142305,9836.926312832938,7480.349832635003,18337.232634355096,2869.071655279755,-10884.95020663709,588.5843395449755,-22838.507070920175,7048.288634560372,-13433.714945258944,-12997.22580394631,7983.225330286716,-26757.094218185586,68,226000
33730.37739379177,-12063.472807791915,1251.9149747764147,4199.807036715253,2104.7146340110426,6606.502518234712,1105.720143662974,-3899.704835963281,-104.90604520396568,-8173.9460506835185,2887.3691824454854,-4820.1124963009115,-3864.1985389517345,2976.846321996594,-9504.49563079819,69,80000
94952.73874520483,-33726.54685641488,3774.484888415367,9772.25734288221,7472.651021720141,18260.553762744607,2820.507080518372,-10939.956033526862,576.8316628622445,-22791.0425062203,7111.347262610938,-13350.376688705592,-12913.108114945844,7869.983373209427,-26763.807867592586,70,225000
103328.03489376658,-36755.92769105186,3944.413049945152,10622.765488525378,8067.300052695203,19763.94023472517,3058.174829413703,-11767.953676247058,764.1416912166636,-24774.1739429083,7217.939583132779,-14441.279439261072,-14228.791109425641,9177.93293626934,-28391.269084253305,71,244000
54631.617950712,-19465.94536842832,2105.042362893262,6097.287586558675,3923.3770169876448,10578.65679881592,1704.8945451828479,-6288.906606446775,127.96548161417158,-13146.823261207517,4318.572374618171,-7742.962423614997,-6958.201790097741,4648.545765071104,-15404.117791231098,72,129500
78116.42261801958,-27785.648674355896,3206.4599403844486,8178.693626056371,5867.043822991695,14899.42803715694,2463.1126280268018,-9033.573430189217,326.0845057199697,-18740.62742736275,5930.171856079208,-11059.763310420267,-10437.105547654537,6509.091653876339,-21941.47118575435,73,185000
61162.53418349345,-21778.65677453491,2360.065762378363,6695.779312731569,4474.927398449527,11810.010202120087,1887.564044329079,-7042.908712197353,210.58164641468542,-14709.98220737792,4732.729235694951,-8645.992913308126,-7932.994265479893,5237.766084100105,-17188.60829183966,74,144900
45283.5527773779,-16123.825321102715,1761.3904375498998,5283.4095230525045,3187.349225185563,8841.036757286647,1367.5796483162874,-5295.844804525907,23.7279568978144,-11022.568225070847,3706.019402884039,-6383.4406986072345,-5555.499815707301,3895.6964973645368,-12748.404026105618,75,107400
38417.172907819084,-13732.84006210109,1448.2982724223934,4625.630879887751,2536.725698798023,7499.735525650863,1240.4285300902636,-4362.3046275024235,-63.44245156678716,-9237.85827212911,3255.2816607916084,-5464.637669299603,-4550.346308452532,3320.5779684197946,-10727.511164811332,76,91000
57269.999538695636,-20400.203260433995,2213.4252036705043,6338.522384024277,4151.584493955319,11080.692341818896,1779.638309900203,-6590.692964172419,157.7552426713886,-13774.402811306094,4499.5770808284215,-8113.001489926538,-7348.981699972967,4859.571031345726,-16148.369125008621,77,135750
53576.61433335535,-19091.573839831755,2061.6316333187415,6004.820178121808,3830.1231544449356,10377.173033023702,1672.942018598961,-6169.570390971819,117.61026994195656,-12894.673434999711,4246.44679414912,-7595.838255861054,-6803.532021049531,4562.60575003472,-15105.63729026279,78,127000
57588.50612038224,-20508.961098306554,2225.396924663082,6369.005962325204,4178.554308484866,11140.21684180831,1789.0819551714803,-6627.11479525369,160.2737672696228,-13849.432906242664,4521.537429048438,-8156.710937827914,-7394.529855499293,4884.225438363949,-16237.225073906538,79,136500
46400.70716489498,-16540.982561665336,1788.4778703570225,5388.908487188539,3272.483584159983,9049.847041327239,1425.2878086334333,-5354.017667275016,31.67550375408389,-11237.247017467995,3754.8877451305707,-6559.315236488498,-5718.5373686996245,3968.133257648202,-13039.756978783616,80,110000
81839.34233161056,-29108.78557309325,3276.065816975659,8543.606675103018,6126.84560527986,15572.34264744865,2534.9517017856306,-9491.934319355134,433.3671651547216,-19675.80863140816,6000.2271120868245,-11521.672463927856,-11038.466347455122,7154.372930401184,-22702.25453482917,81,193500
64923.4391672963,-23107.631581961676,2499.156736298517,6995.36426203781,4746.913398444356,12459.609370972725,1974.4862553445842,-7490.886206170066,289.58556918327275,-15578.67562687922,5026.790158855459,-9116.2499572131,-8540.601774120913,5751.394329579817,-17959.595217343984,82,153500
103572.18996103955,-36814.172744775235,4051.549467396758,10562.611067197531,8140.914603896485,19839.720637978386,3088.4136612183624,-11831.406629915187,708.9128220840814,-24778.234137319563,7557.995562516438,-14530.257261922428,-14228.75830745376,8824.99223421898,-28843.06389052234,83,245000
53396.890768644465,-19035.669045609935,2042.0846889764325,6003.21932891066,3823.086503384793,10347.646448597685,1667.4918013407428,-6110.213003555675,115.69785168429843,-12844.040991908152,4194.3978878765265,-7563.286311886814,-6771.221323313848,4572.783525458379,-14987.196789856396,84,126500
71132.86465937825,-25262.440209640637,2932.4705862095666,7707.320435859172,5394.901005860471,13814.532998587072,2567.8396267456264,-8052.083125707248,809.4600686224429,-17125.28425351962,5525.090794687405,-9954.641342885765,-9336.371776223874,5917.9194566602455,-19958.419322973783,85,168500
109851.73670120312,-39032.65593067527,4328.850774292753,11131.10692119208,8708.678501291604,21050.887741018865,3273.630069243145,-12546.750417068733,762.9115920100445,-26261.876212355484,8038.909896138188,-15429.129043928207,-15145.365144352587,9212.317386903618,-30734.445714740923,86,260000
73448.77941200242,-26138.149063341476,2871.425111634596,7823.2047031886605,5578.153199566559,14163.460191582131,2242.8823224684356,-8382.303954328887,330.57663309226035,-17592.8353417706,5612.53870090901,-10371.974262354244,-9732.307532658713,6126.357070677994,-20653.78068825135,87,174000
69478.20581435961,-24715.550377792737,2732.301245353356,7390.627136316282,5191.785781184204,13358.187398569462,2119.4811129650366,-7982.399386419539,300.8086749277408,-16620.090103709976,5485.976136737645,-9787.37162461156,-9180.50033242763,5882.045920572917,-19435.578993343574,88,164500
35828.46402938989,-12783.532576568105,1365.3076302859117,4412.93232747277,2349.354236940622,7033.885532837177,1113.5935565073733,-4197.787306199701,-81.82372777807065,-8750.718002875772,3051.4538932238265,-5070.985927546895,-4157.556830859588,3140.5233103728,-10083.075046658883,89,85000
52140.41665092343,-18582.359017325605,2003.4281742771818,5870.010471441617,3707.3391365510406,10104.993939630493,1634.0182609889268,-6003.618608373024,99.38388591095138,-12554.057245189142,4147.710731658077,-7393.657210368558,-6588.460676744621,4449.326823891084,-14700.343819634416,90,123600
46361.66757144366,-16535.5525148055,1770.8761636980419,5337.23867052018,3203.5427907720186,9002.243831752334,1466.9263516761862,-5342.40482536238,36.34719848520835,-11171.00064246337,3773.1249483815463,-6583.198548583804,-5736.824044716066,3986.388045544485,-13055.328169253018,91,109900
41639.4979641619,-14865.036923983025,1549.8144430476768,4917.717789273231,2766.986798852585,8087.937159154549,1325.7956395486187,-4817.940334783736,3.66987465974609,-10074.448889380732,3361.226172257164,-5903.1226322182665,-5050.989499458406,3739.231950392094,-11621.920919341052,92,98600
68984.53648806916,-24542.588661923703,2699.6357683827823,7408.529733290746,5187.82794118376,13316.11798490823,2101.894182349442,-7945.362448686266,286.37060140017655,-16584.32905288788,5308.56980005986,-9739.04012260003,-9075.688854479942,5796.7821258388985,-19451.799940378212,93,163500
56499.10252009001,-20125.079295282856,2227.545180137048,6255.003194774224,4056.446143436061,10891.353131531227,1789.9134106692034,-6522.022369415255,124.4699813675802,-13601.174872156927,4427.487990266549,-8019.3863063168765,-7230.97743424556,4783.454914625427,-15923.261888452867,94,133900
86440.07430521192,-30722.588592595912,3424.385767736647,8947.527310644262,6681.080370071556,16599.829751896857,2610.67809830863,-9918.445214996551,481.68987624954667,-20668.53670342046,6618.51154871907,-12174.389971781173,-11678.289681407157,7190.4360798187845,-24301.444811360772,95,204750
78132.17970188384,-27773.29349704403,3157.2107023517347,8342.63599345278,6016.687181537166,15129.181656121582,2644.913022824571,-8808.837224282663,725.0764103834307,-18745.905733601503,5938.484323883695,-10959.325235185535,-10380.540063792349,6489.498702032337,-21867.385060068773,96,185000
90395.13195228882,-32148.450901832948,3536.7085160034007,9378.79248332553,7041.925828658825,17376.15406089311,2723.9102607010136,-10299.317588327665,532.9377339641924,-21633.577899323504,6692.674001953818,-12724.538211460398,-12247.634579174335,7585.442826136547,-25313.88285645665,97,214000
39993.2831305438,-14294.33928363389,1494.0413428526192,4797.4005875450675,2670.8577113125225,7808.331428099829,1284.6274453323908,-4551.194382848193,-38.55336351175312,-9644.117801898072,3271.3375031529918,-5691.30951305452,-4782.679578129407,3476.5987395771417,-11194.76044042248,98,94750
34985.126477951286,-12464.66545854021,1405.6660645221243,4383.238446472888,2253.640243745421,6913.773525017741,1339.0909552684866,-4041.6169864556446,198.0703605007707,-8564.527139236161,3016.6696660598996,-4925.559410997968,-4011.3093270877675,3056.4357835282744,-9849.777231889779,99,83000
54455.71958147027,-19410.59264237108,2163.5999771916368,6224.80102796579,3995.115428044366,10650.020976425041,1927.2862077666546,-6039.196897274002,389.1140448825769,-13088.788810510765,4256.83961517402,-7671.547004547389,-6858.252050267654,4524.57538233789,-15204.239472831201,100,128950
86563.43897412963,-30790.49113275791,3404.046193951757,9025.61326014488,6728.294433207288,16659.617547197617,2617.978162714288,-9843.723375473986,473.39138316665225,-20694.558453713882,6508.703937116592,-12201.686115907594,-11670.476679199064,7175.682284161878,-24296.195390208337,101,205000
75244.55848096308,-26787.397436141382,2900.805004642753,8013.5429197773965,5707.7961147362075,14483.250740497868,2282.847870651819,-8559.034718910561,377.42863480223645,-18030.6897525912,5609.916799738514,-10587.72069552569,-10016.245004232844,6461.966926636804,-20928.287558605276,102,178000
50185.33738308568,-17886.962733687826,1922.842906565163,5694.496109324184,3535.6674313292974,9733.167130762855,1577.432590489537,-5780.501734588193,77.79828194388686,-12088.365517394486,4014.0995004373312,-7121.050386026578,-6298.793162151359,4292.291978480938,-14148.45632895322,103,118964
83944.74198605784,-29844.04593393006,3305.3527356842346,8753.20751466362,6468.435538816852,16144.689415253777,2543.2599372445175,-9638.705476558516,453.8972723150366,-20110.992536826103,6354.393255010889,-11839.86733711325,-11295.669814587141,6992.6251598638055,-23659.394869730073,104,198900
